num_chars,num_words,num_unique_words,num_sentences,avg_sentence_length,avg_word_length,lexical_density,type_token_ratio,hapax_legomena,hapax_percentage,author,category,is_machado,file_name
338467,66228,6459,3976,16.656941649899398,4.423439202033363,0.522010294965719,0.1379568124052201,3526,7.531130523932592,Machado de Assis,romance,1,helena.txt
207000,41213,4575,1840,22.39836956521739,4.345944137815688,0.5144673022244522,0.15303562468640242,2651,8.86770362936946,Machado de Assis,romance,1,maoLuva.txt
289982,59687,5181,3016,19.790119363395224,4.216042235909786,0.5227620062057148,0.11996943453897096,2757,6.384013337655722,Machado de Assis,romance,1,memorial-de-aires.txt
423337,86204,7538,4635,18.59848975188781,4.356793443047817,0.5324122068161202,0.12210055721135156,4069,6.590967992743294,Machado de Assis,romance,1,esau.txt
458506,93714,8251,5364,17.47091722595078,4.390817623547068,0.5447250340740287,0.12635721833412455,4610,7.059832462977994,Machado de Assis,romance,1,quincas.txt
383745,79044,7036,3980,19.860301507537688,4.265083313944123,0.5176382152381294,0.12592844486603547,3799,6.799348522542194,Machado de Assis,romance,1,domCasmurro.txt
365645,73575,7792,3403,21.620628856890978,4.323454534854345,0.5183745651709194,0.15142740540645588,4460,8.667431058942418,Machado de Assis,romance,1,memoriasBras.txt
336713,66373,6116,3759,17.65708965150306,4.400812443434152,0.5272673696617626,0.12872808402264738,3375,7.103618109490434,Machado de Assis,romance,1,iaia.txt
130317,26607,3251,1431,18.59329140461216,4.306124637992062,0.5150166255497157,0.17435374879330687,1913,10.259573098787945,Machado de Assis,romance,1,casaVelha.txt
387946,75360,10371,3664,20.56768558951965,4.6007566929008155,0.5492249485161476,0.1655624910202583,5935,9.474625245446273,outros,general,0,As Minas de Prata.txt
255429,51686,6812,4037,12.803071587812733,4.477824646695741,0.5218655418126356,0.16234122161054312,3974,9.470698982388408,outros,general,0,O Garimpeiro.txt
177589,24009,3332,1575,15.243809523809524,4.372848221558512,0.5599782785772468,0.18093945153407548,1973,10.714091773011132,outros,general,0,Uma Pupila Rica.txt
174600,33502,5917,1715,19.53469387755102,4.304248245289989,0.5443664573328408,0.21858145548577762,3864,14.274104174362764,outros,general,0,Alfarrabios_O Ermitao da Gloria.txt
104539,20392,3721,1004,20.310756972111555,4.502993657003972,0.5298476495346494,0.2205821329065149,2308,13.68190171320173,outros,general,0,A Viuvinha.txt
